time,ACCESS-CM2,ACCESS-ESM1-5,AWI-CM-1-1-MR,BCC-CSM2-MR,CAMS-CSM1-0,CAS-ESM2-0,CESM2,CESM2-WACCM,CIESM,CMCC-CM2-SR5,CNRM-CM6-1,CNRM-CM6-1-HR,CNRM-ESM2-1,CanESM5,CanESM5-CanOE,EC-Earth3,EC-Earth3-CC,EC-Earth3-Veg,EC-Earth3-Veg-LR,FGOALS-f3-L,FGOALS-g3,FIO-ESM-2-0,GFDL-CM4,GFDL-ESM4,GISS-E2-1-G,HadGEM3-GC31-LL,HadGEM3-GC31-MM,IITM-ESM,INM-CM4-8,INM-CM5-0,IPSL-CM6A-LR,KACE-1-0-G,KIOST-ESM,MCM-UA-1-0,MIROC-ES2L,MIROC6,MPI-ESM1-2-HR,MPI-ESM1-2-LR,MRI-ESM2-0,NESM3,NorESM2-LM,NorESM2-MM,UKESM1-0-LL
1860-12-31,289.38596,289.99188,289.23843,290.20273,289.55728,289.75583,289.69788,289.3071,290.08466,289.70065,288.50717,287.90778,289.3578,289.07324,288.92383,289.51498,289.59006,288.9546,293.01538,288.26352,288.3779,288.89343,288.2177,288.82068,289.5186,289.23242,289.45456,293.47864,288.77985,288.78717,288.34793,289.11032,288.2901,289.0823,290.68567,290.78802,289.25516,289.12613,289.25793,289.15036,289.7354,289.39267,288.97467
1861-12-31,289.26166,289.99146,289.48325,290.30142,289.4961,289.42065,289.5681,289.1264,289.82388,289.7067,288.30014,287.70615,289.1402,289.03717,288.80814,289.50195,289.61026,289.0811,293.0994,288.0659,288.352,288.90582,288.164,288.7361,289.58795,289.15625,289.54938,293.48608,288.7475,288.73523,288.53036,289.07404,288.30914,289.16687,290.6205,290.71884,289.3443,289.22546,289.22876,289.1738,289.74045,289.28546,289.072
1862-12-31,289.25195,289.96213,289.1307,290.12326,289.43417,289.2749,289.71875,289.0457,289.71356,289.7224,288.21054,287.8095,289.21838,288.8848,288.80368,289.36667,289.54086,288.90656,293.13553,288.15216,288.393,288.74194,288.21588,288.75082,289.5469,289.08685,289.32062,293.52664,288.8332,288.6785,288.13126,288.99738,288.26166,289.20615,290.56976,290.85458,289.3041,289.0252,289.18466,289.04193,289.7928,289.3061,288.98798
1863-12-31,289.1618,290.12488,289.22778,290.13086,289.32922,289.77618,289.70035,289.1603,289.8471,289.5337,288.35385,287.80408,289.315,289.0267,288.95874,289.4921,289.37317,288.96185,292.97458,287.9938,288.26938,288.8231,288.03796,288.7887,289.556,289.14532,289.43533,293.5826,288.74435,288.55792,288.2614,288.98627,288.11215,289.0878,290.55307,291.00363,289.40005,289.05563,289.27972,289.21118,290.11,289.39618,289.01816
1864-12-31,289.27173,290.16492,289.2952,290.3955,289.3093,289.84198,289.6843,289.23083,289.86523,289.44186,288.51102,287.77524,289.32343,289.01242,288.91522,289.64264,289.31982,289.0052,292.7969,288.1603,288.3949,288.75998,288.1198,288.9248,289.7011,289.2748,289.50766,293.42816,288.79117,288.64993,288.35995,289.0822,288.23166,288.99164,290.66504,290.66208,289.43576,289.27087,289.1492,289.08228,290.25363,289.5452,289.00104
1865-12-31,289.2059,290.03104,289.23962,290.33383,289.3084,289.62695,289.58063,289.27786,289.9309,289.50537,288.3653,287.829,289.02136,288.88757,288.85254,289.6472,289.3753,288.9344,292.9525,288.35806,288.51373,288.87265,288.2025,289.0109,289.866,289.36047,289.44275,293.54922,288.7881,288.72137,288.4734,288.91608,288.38297,289.0423,290.87244,290.5502,289.40308,289.2188,289.27405,289.15704,289.99188,289.6047,288.80994
1866-12-31,289.2284,290.08105,289.33698,290.36523,289.4687,289.63516,289.66782,289.4574,289.96924,289.3897,288.42514,287.84827,289.271,289.12936,288.8612,289.6249,289.56934,288.8739,293.1342,288.28687,288.5279,288.79965,288.34656,289.00797,289.63235,289.3484,289.5803,293.63568,288.81274,288.7225,288.60483,289.10056,288.03134,289.12787,290.66962,290.61337,289.50705,289.06033,289.21042,289.16962,289.87527,289.77985,288.88763
1867-12-31,289.3318,290.20816,289.26282,290.4709,289.31635,289.62827,289.51984,289.4638,289.81055,289.57172,288.4187,287.74176,289.34302,289.27542,288.86655,289.59204,289.34073,288.98547,293.1314,288.1542,288.48727,288.89447,288.39322,288.9707,289.5003,289.24875,289.68237,293.515,288.8904,288.7103,288.45746,289.0496,288.32724,289.0529,290.3962,290.70172,289.5568,289.1094,289.18716,289.06247,289.8944,289.7409,288.9132
1868-12-31,289.18402,290.18106,289.2667,290.35947,289.32144,289.70352,289.46152,289.43155,289.79968,289.65588,288.376,287.78726,289.21698,289.1245,288.94095,289.56293,289.42007,289.00113,292.95105,288.40137,288.5338,289.0972,288.3236,288.89597,289.49612,289.09735,289.56824,293.58133,288.8063,288.71988,288.3159,289.11743,288.4118,289.102,290.54074,290.90436,289.5853,289.02255,289.2924,288.99573,290.2419,289.38483,288.87012
1869-12-31,289.24225,290.0684,289.44046,290.4204,289.10815,289.69025,289.52948,289.2482,289.76694,289.8739,288.44324,287.82602,289.33862,289.08627,288.93216,289.51566,289.5263,288.98245,293.1254,288.4562,288.3896,288.91394,288.375,288.91275,289.80328,289.1299,289.3633,293.70346,288.83118,288.792,288.2591,289.107,288.23624,289.04703,290.61853,291.04865,289.5236,289.03616,289.155,289.1104,290.1741,289.35538,288.6878
1870-12-31,289.30725,290.04083,289.3937,290.2462,289.1701,289.6462,289.4731,289.35812,289.7962,289.79843,288.44086,287.8438,289.29037,289.14246,288.89813,289.6586,289.50745,289.0675,292.97787,288.11304,288.43396,288.8537,288.3707,288.9516,289.71854,289.23508,289.2906,293.6552,288.89636,288.79343,288.38574,289.0318,288.31177,289.1554,290.59464,290.88367,289.4986,289.2074,289.18814,289.12576,289.9191,289.2863,288.58054
1871-12-31,289.35776,290.10986,289.136,290.33923,289.2881,289.4535,289.5137,289.4115,289.73172,289.6736,288.4215,287.84012,289.40576,289.0675,288.91818,289.6361,289.3897,289.13483,293.1471,288.3031,288.4394,288.7964,288.4172,288.94992,289.49777,289.24893,289.41708,293.85562,288.96066,288.69592,288.47195,289.08325,288.39368,289.3011,290.76022,290.88513,289.51117,289.1362,289.27478,289.187,289.996,289.40808,288.7635
1872-12-31,289.4843,290.11667,289.1521,290.328,289.48325,289.69794,289.75208,289.234,289.768,289.7157,288.3819,287.77878,289.28128,289.0469,288.8467,289.58344,289.64352,289.1602,293.24008,288.47565,288.41946,288.9207,288.5488,289.00574,289.515,289.16357,289.6047,293.5606,288.9677,288.7448,288.58423,288.98303,288.1925,289.3152,290.91876,290.84705,289.42664,289.09406,289.10483,289.01413,289.98227,289.45337,289.04074
1873-12-31,289.19888,290.21356,289.2296,290.308,289.47052,289.70093,289.7113,289.3263,289.80615,289.71286,288.29803,287.81772,289.33804,289.09308,288.73672,289.6654,289.44394,289.16772,293.11835,288.26108,288.32147,288.75256,288.39713,288.89508,289.8362,289.01254,289.38297,293.4395,288.90707,288.7256,288.58475,289.0692,288.5008,289.03915,290.61966,290.94193,289.48108,289.07852,288.99838,289.19864,289.8324,289.44336,289.08356
1874-12-31,289.39728,290.25534,289.19803,290.30167,289.05017,289.5135,289.48578,289.3865,289.70496,289.69577,288.44705,287.81497,289.16788,289.01645,288.80502,289.50085,289.31918,289.14575,293.05084,288.35037,288.17883,288.786,288.2178,289.00632,289.816,288.9781,289.24844,293.4221,288.89478,288.6148,288.49298,289.26425,288.28232,288.96182,290.56638,291.0139,289.6626,288.96378,289.1079,289.22168,289.84744,289.71036,288.87042
1875-12-31,289.3521,290.19962,289.26968,290.29703,289.24597,289.69308,289.55634,289.30225,289.8154,289.63974,288.2282,287.9348,289.18912,289.13977,288.81638,289.3506,289.29898,289.0504,292.94852,288.38806,288.31366,288.81238,288.2674,289.0049,289.48083,289.11356,289.45663,293.70126,288.9876,288.68372,288.39865,289.23264,288.24048,289.0327,290.832,290.78622,289.63013,288.889,289.33905,289.26947,289.94235,289.6007,288.8337
1876-12-31,289.30508,290.11902,289.33356,290.41916,289.37305,289.7824,289.47888,289.2676,289.86127,289.5489,288.38452,287.83676,289.2275,289.20688,288.815,289.5631,289.42673,288.99203,293.02472,288.31464,288.2974,288.78192,288.335,288.90115,289.43832,289.17932,289.50787,293.45547,288.90845,288.7032,288.51758,288.97107,288.3657,288.9676,290.99,290.83328,289.5151,288.90964,289.27332,289.17404,290.011,289.4323,288.87225
1877-12-31,289.40872,290.12,289.1329,290.40216,289.51733,289.6266,289.5922,289.3412,289.8568,289.5539,288.5645,287.84512,289.34518,289.15668,288.87805,289.50418,289.49417,289.04648,293.19897,288.53577,288.34576,288.79428,288.35126,288.92105,289.79218,289.12726,289.55795,293.6262,288.83167,288.8747,288.5271,289.0768,288.1082,289.14532,290.76437,290.72153,289.51462,288.9841,289.34274,289.1175,290.15665,289.67313,289.00577
1878-12-31,289.35352,289.985,289.02228,290.48138,289.4039,289.5313,289.6165,289.57297,289.71393,289.64273,288.31677,287.832,289.363,289.1887,288.96136,289.5903,289.83594,289.2229,293.387,288.47348,288.2929,288.78128,288.19363,288.92554,289.8822,289.12427,289.35556,293.48877,288.76233,288.75162,288.41663,289.18286,288.33533,289.2204,290.57382,290.77625,289.43628,289.03766,289.3536,289.2359,290.20435,289.49738,289.14563
1879-12-31,289.30878,290.07605,289.11926,290.55063,289.2355,289.59656,289.67798,289.67194,289.7265,289.60025,288.48135,287.8637,289.09772,289.15436,289.03552,289.47208,289.79868,289.00613,293.1864,288.29114,288.30893,288.73682,288.22128,289.09476,289.64435,289.13565,289.26147,293.5832,288.82312,288.5849,288.343,289.20163,288.39886,289.04007,290.56287,290.84427,289.36142,289.12906,289.23804,289.24823,290.09634,289.3745,288.9543
1880-12-31,289.25912,290.06778,289.33612,290.42648,289.30844,289.68375,289.7384,289.4304,289.7544,289.52353,288.53894,288.00275,289.15167,289.22226,288.9065,289.59305,289.4564,289.11584,293.24884,288.40247,288.39594,288.7697,288.17737,288.93857,289.57306,289.2145,289.2699,293.5421,288.84134,288.71057,288.42844,289.2873,288.3537,289.10004,290.56152,290.8323,289.46906,289.0367,289.3189,289.1554,290.13242,289.39117,288.9599
1881-12-31,289.30774,289.98282,289.2331,290.40982,289.3267,289.50153,289.59552,289.3555,289.79898,289.63068,288.4262,287.79724,289.3883,289.2084,288.8083,289.69077,289.43115,289.26602,293.22336,288.26935,288.26642,288.7559,288.27136,288.8983,289.6765,289.12134,289.42523,293.5282,288.8824,288.70517,288.32977,289.30005,288.1929,289.1531,290.59366,290.79462,289.5479,288.9865,289.37164,289.25192,290.00012,289.70517,288.87894
1882-12-31,289.35687,290.02414,289.1233,290.45895,289.34946,289.52774,289.3457,289.559,289.818,289.60843,288.48068,287.97974,289.2449,289.1001,288.7905,289.5461,289.4146,289.26517,293.1072,288.19443,288.36072,288.68842,288.29578,288.8127,289.8595,289.06055,289.29596,293.53302,289.0009,288.7476,288.17166,289.30255,288.32828,289.02908,290.7366,290.84604,289.50833,288.9662,289.42108,289.2403,289.90155,289.5761,288.95596
1883-12-31,289.26364,290.0903,289.1627,290.43326,289.55624,289.64017,289.5309,289.4364,289.81354,289.37534,288.50858,287.9721,289.35678,289.2646,288.8025,289.632,289.4695,289.24286,293.10788,288.41428,288.32434,288.57034,288.23325,288.916,289.57138,289.09518,289.31985,293.45764,288.88293,288.74933,288.08328,289.15228,288.41553,288.80692,290.61377,290.96713,289.6393,289.04645,289.232,289.13483,290.0533,289.24542,289.00476
1884-12-31,288.89896,289.81702,288.8838,290.09073,288.88654,289.0215,289.46826,289.20255,289.3578,289.1298,288.08777,287.74872,289.03888,288.8608,288.44296,289.33932,289.2325,288.82874,292.71466,288.01132,288.1436,288.4079,287.93683,288.55795,289.16943,288.86728,289.0727,293.35077,288.54034,288.40598,287.9334,288.84286,287.9635,288.458,290.2652,290.59464,289.20645,288.74628,289.15002,288.85278,289.81915,288.95084,288.7011
1885-12-31,288.9623,289.77612,288.9805,290.055,288.99423,289.09717,289.3149,289.30978,289.50168,289.40408,288.3091,287.70074,289.11044,288.9482,288.49652,289.3152,289.2306,288.90808,292.74097,287.77188,288.2346,288.4467,288.01572,288.61115,289.13293,288.87448,289.0814,293.4874,288.64307,288.3933,288.01007,289.01132,287.8148,288.62573,290.21185,290.54605,289.22922,288.79474,289.03983,289.05505,290.00174,288.9187,288.65765
1886-12-31,288.9672,289.97714,289.1458,290.1867,289.46594,289.25525,289.3491,289.35956,289.595,289.45572,288.36682,287.93518,289.06155,288.8416,288.64075,289.37704,289.34583,288.96524,292.8692,288.11887,288.29678,288.59274,288.14954,288.70514,289.46533,288.97678,289.12793,293.41098,288.78943,288.5499,288.15012,288.94418,288.036,288.6807,290.3295,290.65002,289.25717,288.9232,289.19724,289.1317,289.96756,289.1943,288.7329
1887-12-31,289.12506,289.91977,289.09686,290.2036,289.3954,289.55838,289.52878,289.31863,289.72687,289.30225,288.2454,288.00772,289.0694,288.9899,288.66064,289.3403,289.4271,289.07632,293.00302,288.2414,288.33084,288.7074,288.23193,288.76648,289.7502,289.00272,289.18527,293.57385,288.82776,288.43948,288.0906,289.0496,288.11807,288.74243,290.52667,290.68774,289.406,288.9044,289.1561,289.246,289.8113,289.28427,288.8329
1888-12-31,289.1419,289.9895,289.1818,290.38715,289.0505,289.73578,289.57568,289.19232,289.88712,289.306,288.32877,288.1498,289.08667,289.21262,288.67163,289.25598,289.31335,289.0127,293.09433,288.21277,288.27606,288.6468,288.22733,288.99792,289.82944,289.0674,289.2552,293.76505,288.87244,288.56924,288.09277,289.21112,288.13046,288.8675,290.59207,290.90027,289.56476,289.03088,289.19385,289.24567,289.9143,289.41342,288.99518
1889-12-31,289.18027,290.06067,289.33743,290.35876,289.09976,289.625,289.31052,289.18555,289.77786,289.36646,288.2604,288.00452,288.8491,289.19727,288.82135,289.46143,289.2726,289.13196,293.00336,288.32486,288.32806,288.7528,288.1634,289.06485,289.64252,289.05594,289.325,293.70975,288.8379,288.72598,288.0824,289.28772,288.05356,288.81543,290.3853,290.75348,289.52258,289.22665,289.1907,289.19012,289.98346,289.42804,288.9476
1890-12-31,289.2374,290.12857,289.28287,290.30515,289.09515,289.6483,289.4537,289.26172,289.62796,289.30582,288.20352,287.94214,289.07614,289.11734,288.8993,289.41522,289.47937,289.2915,293.09534,288.08054,288.3262,288.64716,288.24817,288.9735,289.52344,289.0994,289.2801,293.77405,288.9221,288.6101,288.30432,289.17087,288.02213,288.7667,290.27353,290.6743,289.51346,289.2005,289.19955,289.11792,290.11163,289.24423,288.90372
1891-12-31,289.2026,289.98105,289.19247,290.36737,289.37915,289.42688,289.6646,289.26898,289.673,289.33258,288.24365,287.9162,289.06412,288.92908,288.9384,289.37686,289.12772,289.08423,293.0776,288.00232,288.3975,288.6338,288.3155,288.992,289.4942,289.1424,289.35294,293.61465,288.84427,288.619,288.1623,289.05374,288.00937,288.54437,290.29993,290.76334,289.4983,288.95798,289.35544,289.14645,290.1395,289.21603,289.11768
1892-12-31,289.04242,289.95163,289.2357,290.1947,289.52118,289.46454,289.57693,289.26102,289.77267,289.48282,288.29187,287.98337,288.9046,289.1319,288.915,289.63113,289.33087,289.15158,293.19485,288.18542,288.39862,288.774,288.32208,288.98962,289.78772,288.99445,289.26035,293.7766,288.75867,288.75272,288.3768,289.14755,288.16074,288.62173,290.5507,290.76834,289.57263,288.90463,289.3407,288.98343,290.0734,289.3477,289.10306
1893-12-31,289.2138,289.98325,289.18552,290.28238,289.45096,289.6685,289.61264,289.35382,289.78952,289.6612,288.44043,288.01685,289.15002,289.04437,288.99017,289.3869,289.34055,289.10794,293.33917,288.0213,288.41394,288.76517,288.2251,289.0459,289.8431,289.0631,289.37143,293.73492,288.86615,288.7636,288.1774,289.23004,287.97125,288.65753,290.5871,290.84048,289.3715,289.10135,289.32166,289.13232,290.0113,289.2263,288.80753
1894-12-31,289.2899,289.95053,289.27075,290.347,289.59424,289.40167,289.6222,289.35034,289.85965,289.78336,288.48343,287.9542,289.2792,289.13153,288.92566,289.43027,289.46094,289.31564,293.1309,288.24966,288.4669,288.70358,288.23367,289.06232,289.60596,289.1696,289.32248,293.87045,288.8604,288.6731,288.33804,289.00528,288.20306,288.77567,290.3289,290.86896,289.46136,288.99707,289.37726,289.2119,290.14435,289.35754,288.8654
1895-12-31,289.3087,290.0929,289.22504,290.44244,289.5193,289.49542,289.56113,289.28717,290.08063,289.47165,288.32114,288.03583,289.07718,289.27393,288.91455,289.55566,289.49664,289.42075,293.1732,288.29272,288.30365,288.65457,288.2615,289.1024,289.42044,289.0377,289.33206,293.65982,288.88354,288.70023,288.4642,289.0101,288.1786,288.95938,290.3301,290.79803,289.44382,289.05136,289.50995,289.33447,290.29395,289.29276,288.9367
1896-12-31,289.35657,290.0301,289.3003,290.463,289.47998,289.77405,289.5676,289.34668,289.8723,289.3315,288.29916,287.8842,288.97125,289.188,288.88522,289.3998,289.41928,289.5859,293.19046,288.05576,288.23013,288.74557,288.35046,289.17606,289.55606,289.16495,289.45367,293.6186,288.89688,288.70523,288.255,289.08258,288.32233,288.96777,290.4079,290.82004,289.4053,289.11984,289.50848,289.2784,290.085,289.37323,289.0144
1897-12-31,289.41278,290.06952,289.3675,290.37766,289.43066,289.67673,289.6059,289.50354,289.79614,289.47296,288.39746,287.88794,289.04745,289.2433,288.8608,289.47662,289.4635,289.41565,293.00894,288.11887,288.407,288.76556,288.29376,289.14212,289.65512,289.20868,289.44193,293.59805,289.0589,288.71994,288.32367,289.15265,288.36057,289.06958,290.64038,290.8723,289.3823,289.22305,289.4,289.32574,290.15253,289.42645,288.88443
1898-12-31,289.47073,290.21783,289.29337,290.29965,289.51633,289.50446,289.6449,289.67944,289.94034,289.4994,288.3833,287.97998,289.10077,289.14896,288.82135,289.47797,289.3728,289.3578,293.2789,288.36578,288.40475,288.72565,288.21863,289.08597,289.90378,289.1281,289.56668,293.81482,288.9739,288.77722,288.32352,289.0903,288.26096,289.1525,290.72858,290.88553,289.36133,289.0433,289.40323,289.3302,290.1936,289.46674,288.91983
1899-12-31,289.4055,290.1376,289.32037,290.2703,289.45544,289.6976,289.62396,289.56223,289.87878,289.64975,288.24573,288.0515,289.1089,289.21414,288.871,289.6221,289.32837,289.43973,293.14624,288.15997,288.47928,288.9429,288.12094,289.24457,289.71173,289.13116,289.44855,293.8083,288.97327,288.8024,288.47076,289.1125,288.34442,289.09247,290.58655,290.88904,289.3819,288.97714,289.3298,289.25922,290.18518,289.5666,288.84128
1900-12-31,289.40857,290.1666,289.34354,290.38782,289.47058,289.65765,289.6427,289.4996,289.76086,289.71613,288.3519,288.00787,289.0171,289.24054,288.88913,289.50604,289.21265,289.4837,293.29358,288.40356,288.36102,288.7254,288.22012,289.2967,289.43628,289.10822,289.39423,293.78934,288.9291,288.8225,288.518,289.1556,288.42313,288.96533,290.51428,290.97916,289.43872,288.9816,289.1884,289.2105,290.13715,289.51266,288.92188
1901-12-31,289.35452,290.0778,289.42468,290.32593,289.58868,289.3766,289.64804,289.38055,289.72192,289.8246,288.43274,288.01123,289.25443,289.19104,289.0163,289.40018,289.31326,289.41443,293.08978,288.5517,288.26944,288.8531,288.3941,289.07068,289.5133,289.14563,289.44388,293.69553,288.96213,288.8477,288.3699,289.083,288.4756,289.05106,290.68335,290.9897,289.5284,289.11374,289.44476,289.13153,290.21307,289.44876,288.76556
1902-12-31,289.3828,289.92764,289.42053,290.20596,289.56433,289.43405,289.69305,289.1882,289.8004,289.71524,288.20154,288.0415,289.04486,289.19693,289.0087,289.3289,289.13226,289.46356,293.1663,288.27087,288.37778,288.9022,288.24384,289.02393,289.67844,289.00592,289.3794,293.811,289.00885,288.88092,288.353,289.12994,288.20264,289.02966,290.8387,290.85245,289.61945,289.1073,289.3903,289.0219,290.0554,289.36313,288.89404
1903-12-31,289.1839,289.9206,289.20102,290.12827,288.96335,289.42828,289.6109,289.33313,289.78983,289.37808,288.11343,287.932,289.084,289.051,288.93787,289.22467,289.051,289.20355,293.0564,288.04202,288.25516,288.62323,288.1566,288.9052,289.68463,288.8418,289.12943,293.57544,288.73325,288.71262,288.35193,289.07587,288.09814,288.81158,290.36032,290.46564,289.17722,288.8223,289.151,288.9801,290.02728,289.36728,288.889
1904-12-31,289.19043,289.9065,289.22906,290.2354,289.09717,289.42346,289.73483,289.4602,289.88477,289.41074,288.031,287.87207,289.0801,288.98254,289.0867,289.1828,289.04053,289.09854,293.1221,288.27048,288.1826,288.9111,288.22937,289.19257,289.65076,289.03036,289.2496,293.50778,288.8185,288.6017,288.30862,288.9234,288.16434,288.9903,290.43533,290.49454,289.28775,289.026,289.37463,289.08008,290.1825,289.36975,288.7787
1905-12-31,289.22546,289.87427,289.1371,290.1438,289.1703,289.36163,289.60883,289.4461,289.70776,289.39285,288.03088,287.92834,288.851,288.93872,288.96835,289.24094,289.1594,289.2738,293.17432,288.31757,288.19193,288.84445,288.14398,289.1697,289.76138,288.99292,289.43393,293.69946,288.84143,288.8206,288.2543,288.98605,288.39645,289.1021,290.49112,290.61893,289.40723,289.18008,289.4622,289.16437,290.09476,289.23923,288.8391
1906-12-31,289.30884,290.0236,289.17978,290.05615,289.2954,289.61642,289.66364,289.52396,289.81268,289.4753,288.06354,288.0357,289.07922,289.03986,288.90167,289.31415,288.97876,289.42255,292.94846,288.3843,288.14227,288.7615,288.27655,289.09814,289.53964,289.02432,289.3194,293.67935,288.87985,288.881,288.24738,288.91144,288.4986,289.1106,290.53058,290.69012,289.29852,289.06644,289.3221,289.0453,290.12344,289.26556,288.8185
1907-12-31,289.16727,290.03946,289.29898,290.11346,289.53226,289.33838,289.61984,289.32928,289.87683,289.5446,288.23627,287.8868,289.23584,289.10968,288.89645,289.45023,289.13678,289.44604,293.07416,288.32413,288.29382,288.83942,288.3123,289.1135,289.41544,289.12802,289.34854,293.69266,288.8898,288.8955,288.23785,289.09097,288.3944,288.94934,290.6562,290.70938,289.3018,289.0233,289.17102,289.21082,290.02005,289.1496,288.98517
1908-12-31,289.2163,290.10617,289.25607,290.2733,289.43384,289.33765,289.54114,289.16943,289.9209,289.50906,288.1796,287.8232,289.14285,289.14807,289.03043,289.3473,289.30423,289.44415,293.19177,288.28998,288.37155,288.9208,288.28757,289.12973,289.50314,288.9709,289.4341,293.81213,288.99557,288.86142,288.44867,289.04645,288.52124,288.96228,290.627,290.8719,289.53378,288.97,289.3975,289.29578,290.00577,289.23486,288.9498
